USER,ITEM,QTD
493,149,10
493,150,5
493,160,5
493,168,100
493,169,50
493,217,100
493,244,25
493,246,80
493,221,18
493,268,60
493,271,5
493,236,500
493,238,600
493,256,60
493,269,200
493,286,27500
493,228,30
493,297,10
493,13257,1
493,13256,1
493,35060,113
493,55897,2
493,55898,2
494,21,2
494,24,2
494,48,70
494,51,160
494,60,1
494,101,8
494,102,150
494,104,100
494,107,40
494,115,60
494,116,400
494,139,20
494,140,100
494,141,100
494,142,100
494,143,40
494,148,37
494,149,10
494,150,5
494,160,5
494,168,100
494,169,50
494,217,100
494,244,25
494,246,80
494,221,18
494,268,60
494,271,5
494,236,500
494,238,600
494,256,60
494,269,200
494,286,27500
494,228,30
494,297,10
494,13257,1
494,13256,1
494,35060,113
494,55897,2
494,55898,2
538,116,1
539,140,1
540,21,2
540,24,2
540,48,70
540,51,160
540,60,1
540,101,8
540,102,150
540,104,100
540,107,40
540,115,60
540,116,400
540,139,20
540,140,100
540,141,100
540,142,100
540,143,40
540,148,37
540,149,10
540,150,5
540,160,5
540,168,100
540,169,50
540,217,100
540,244,25
540,246,80
540,221,18
540,268,60
540,271,5
540,236,500
540,238,600
540,256,60
540,269,200
540,286,27500
540,228,30
540,297,10
540,13257,1
540,13256,1
540,35060,113
540,55897,2
540,55898,2
543,51,6
543,116,10
543,149,2
548,21,2
548,24,2
548,48,70
548,51,160
548,60,1
548,101,8
548,102,150
548,104,100
548,107,40
548,115,60
548,116,400
548,139,20
548,140,100
548,141,100
548,142,100
548,143,40
548,148,37
548,149,10
548,150,5
548,160,5
548,168,100
548,169,50
548,217,100
548,244,25
548,246,80
548,221,18
548,268,60
548,271,12
548,236,500
548,238,600
548,256,60
548,269,200
548,286,27500
548,228,30
548,297,10
548,13257,1
548,13256,1
548,35060,113
548,55897,2
548,55898,2
550,217,20
551,51,1
552,107,60
552,116,1
552,140,30
552,238,1
555,21,2
555,24,2
555,48,70
555,51,160
555,60,1
555,101,8
555,102,150
555,104,100
555,107,40
555,115,60
555,116,400
555,139,20
555,140,100
555,141,100
555,142,100
555,143,40
555,148,37
555,149,10
555,150,5
555,160,5
555,168,100
555,169,50
555,217,100
555,244,25
555,246,80
555,221,18
555,268,60
555,271,5
555,236,500
555,238,600
555,256,60
555,269,200
555,286,27500
555,228,30
555,297,10
555,13257,1
555,13256,1
555,35060,113
555,55897,2
555,55898,2
558,51,4
560,116,15
562,21,2
562,24,2
562,48,70
562,51,160
562,60,1
562,101,8
562,102,150
562,104,100
562,107,40
562,115,60
562,116,400
562,139,20
562,140,100
562,141,100
562,142,100
562,143,40
562,148,37
562,149,10
562,150,5
562,160,5
562,168,100
562,169,50
562,217,100
562,244,25
562,246,80
562,221,18
562,268,60
562,271,5
562,236,500
562,238,600
562,256,60
562,269,200
562,286,27500
562,228,30
562,297,10
562,13257,1
562,13256,1
562,35060,113
562,55897,2
562,55898,2
564,116,1
564,149,2
564,268,6
564,297,2
581,104,10
585,21,2
585,24,2
585,48,70
585,51,160
585,60,1
585,101,8
585,102,150
585,104,100
585,107,40
585,115,60
585,116,400
585,139,20
585,140,100
585,141,100
585,142,100
585,143,40
585,148,37
585,149,10
585,150,5
585,160,5
585,168,100
585,169,50
585,217,100
585,244,25
585,246,80
585,221,18
585,268,60
585,271,5
585,236,500
585,238,600
585,256,60
1580,24,2
1580,48,70
1580,51,160
1580,60,1
1580,101,8
1580,102,150
1580,104,100
1580,107,40
1580,115,60
1580,116,400
1580,139,20
1580,140,100
1580,141,100
1580,142,100
1580,143,40
1580,148,37
1580,149,10
1580,150,5
1580,160,5
1580,168,100
1580,169,50
1580,217,100
1580,244,25
1580,246,80
1580,221,18
1580,268,60
1580,271,5
1580,236,500
1580,238,600
1580,256,60
1580,269,200
1580,286,27500
1580,228,30
1580,297,10
1580,13257,1
1580,13256,1
1580,35060,113
1580,55897,2
1580,55898,2
1581,104,40
1581,150,2
1581,168,2
1581,246,20
1581,228,6
1011,104,7
1011,139,1
1011,142,1
1011,217,6
1011,228,1
1015,139,10
1017,149,2
1017,297,3
1021,51,1
1021,139,5
1021,142,10
1021,271,40
1027,142,50
1027,217,50
1027,238,25
1034,104,2
1034,149,2
1037,269,1
1040,142,10
1040,149,3
1040,168,15
1040,169,15
1040,236,1
1040,228,6
1041,21,2
1041,24,2
1041,48,70
1041,51,160
1041,60,1
1041,101,8
1041,102,150
1041,104,100
1041,107,40
1041,115,60
1041,116,400
1041,139,20
1041,140,100
1041,141,100
1041,142,100
1041,143,40
1041,148,37
1041,149,10
1041,150,5
1041,160,5
1041,168,100
1041,169,50
1041,217,100
1041,244,25
1041,246,80
1041,221,18
1041,268,60
1041,271,5
1041,236,500
1041,238,600
1041,256,60
1041,269,200
1041,286,27500
1041,228,30
1041,297,10
1041,13257,1
1041,13256,1
1041,35060,113
1041,55897,2
1041,55898,2
1082,116,10
1082,236,10
1090,102,10
1090,149,2
1090,268,3
1090,236,10
1090,238,20
1090,228,3
1099,104,20
1099,139,1
1102,102,50
1117,21,2
1117,24,2
1117,48,70
1117,51,160
1117,60,1
1117,101,8
1117,102,150
1117,104,100
1117,107,40
1117,115,60
1117,116,400
1117,139,20
1117,140,100
1117,141,100
1117,142,100
1117,143,40
1117,148,37
1117,149,10
1117,150,5
1117,160,5
1117,168,100
1117,169,50
1117,217,100
1117,244,25
1117,246,80
1117,221,18
1117,268,60
1117,271,5
1117,236,500
1117,238,600
1117,256,60
1117,269,200
1117,286,27500
1117,228,30
1117,297,10
1117,13257,1
1117,13256,1
1117,35060,113
1117,55897,2
1117,55898,2
1119,21,2
1119,24,2
1119,48,70
1119,51,160
1119,60,1
1119,101,8
1119,102,150
1119,104,100
1119,107,40
1119,115,60
1119,116,400
1119,139,20
1119,140,100
1119,141,100
1119,142,100
1119,143,40
1119,148,37
1119,149,10
1119,150,5
1119,160,5
1119,168,100
1119,169,50
1119,217,100
1119,244,25
1119,246,80
1119,221,18
1119,268,60
1119,271,5
1119,236,500
1119,238,600
1119,256,60
1119,269,200
1119,286,27500
1119,228,30
1119,297,10
1119,13257,1
1119,13256,1
1119,35060,113
1119,55897,2
1119,55898,2
1121,116,30
1125,21,2
1125,24,2
1125,48,70
1125,51,160
1125,60,1
1125,101,8
1125,102,150
1125,104,100
1125,107,40
1125,115,60
1125,116,400
1125,139,20
1125,140,100
1125,141,100
1125,142,100
1125,143,40
1125,148,37
1125,149,10
1125,150,5
1125,160,5
1125,168,100
1125,169,50
1125,217,100
1125,244,25
1125,246,80
1125,221,18
1125,268,60
1125,271,15
1125,236,500
1125,238,600
1125,256,60
1125,269,200
1125,286,27500
1125,228,30
1125,297,10
1125,13257,1
1125,13256,1
1125,35060,113
1125,55897,2
1125,55898,2
1139,21,2
1139,24,2
1139,48,70
1139,51,160
1139,60,1
1139,101,8
1139,102,150
1139,104,100
1139,107,40
1139,115,60
1139,116,400
1139,139,20
1139,140,100
1139,141,100
1139,142,100
1139,143,40
1139,148,37
1139,149,10
1139,150,5
1139,160,20
1139,168,100
1139,169,50
1139,217,100
1139,244,25
1139,246,80
1139,221,18
1139,268,60
1139,271,5
1139,236,500
1139,238,600
1139,256,60
1139,269,200
1139,286,27500
1139,228,30
1139,297,10
1139,13257,1
1139,13256,1
1139,35060,113
1139,55897,2
1139,55898,2
1144,21,2
1144,24,2
1144,48,70
1144,51,160
1144,60,1
1144,101,8
1144,102,150
1144,104,100
1144,107,40
1144,115,60
1144,116,400
1144,139,20
1144,140,100
1144,141,100
1144,142,100
1144,143,40
1144,148,37
1144,149,10
1144,150,5
1144,160,5
1144,168,100
1144,169,50
1144,217,100
1144,244,25
1144,246,80
1144,221,18
1144,268,60
1144,271,5
1144,236,500
1144,238,600
1144,256,60
1144,269,200
1144,286,27500
1144,228,30
1144,297,10
1144,13257,1
1144,13256,1
1144,35060,113
1144,55897,2
1144,55898,2
1149,21,2
1149,24,2
1149,48,70
1149,51,160
1149,60,1
1149,101,8
1149,102,150
1149,104,100
1149,107,40
1149,115,60
1149,116,400
1149,139,20
1149,140,100
1149,141,100
1149,142,100
1149,143,40
1149,148,37
1149,149,10
1149,150,5
1149,160,5
1149,168,100
1149,169,50
1149,217,100
1149,244,25
1149,246,80
1149,221,18
1149,268,60
1149,271,5
1149,236,500
1149,238,600
1149,256,60
1149,269,200
1149,286,27500
1149,228,30
1149,297,10
1149,13257,1
1149,13256,1
1149,35060,113
1149,55897,2
1149,55898,2
1152,104,5
1152,244,60
1160,21,2
1160,24,2
1160,48,70
1160,51,160
1160,60,1
1160,101,8
1160,102,150
1160,104,100
1160,107,40
1160,115,60
1160,116,400
1160,139,20
1160,140,100
1160,141,100
1160,142,100
1160,143,40
1160,148,37
1160,149,10
1160,150,5
1160,160,5
1160,168,100
284,104,1
284,139,1
286,116,30
286,141,30
286,256,25
287,55897,1
288,48,1
288,104,1
288,139,1
288,142,1
291,21,2
291,24,2
291,48,70
291,51,160
291,60,1
291,101,8
291,102,150
291,104,100
291,107,40
291,115,60
291,116,400
291,139,20
291,140,100
291,141,100
291,142,100
291,143,40
291,148,37
291,149,10
291,150,5
291,160,5
291,168,100
291,169,50
291,217,100
291,244,25
291,246,80
291,221,18
291,268,60
291,271,5
291,236,500
291,238,600
291,256,60
291,269,200
291,286,27500
291,228,30
291,297,10
291,13257,1
291,13256,1
291,35060,113
291,55897,2
291,55898,2
294,51,30
294,116,40
295,116,50
295,150,12
296,297,3
308,21,2
308,24,2
308,48,70
308,51,160
308,60,1
308,101,8
308,102,150
308,104,100
308,107,40
308,115,60
308,116,400
308,139,20
308,140,100
308,141,100
308,142,100
308,143,40
308,148,37
308,149,10
308,150,5
308,160,5
308,168,100
308,169,50
308,217,100
308,244,25
308,246,80
308,221,18
308,268,60
308,271,5
308,236,500
308,238,600
308,256,60
308,269,200
308,286,27500
308,228,30
308,297,10
308,13257,1
308,13256,1
308,35060,113
308,55897,2
308,55898,2
313,21,2
313,24,2
313,48,70
313,51,160
313,60,1
313,101,8
313,102,150
313,104,100
313,107,40
313,115,60
313,116,400
313,139,20
313,140,100
313,141,100
313,142,100
313,143,40
313,148,37
313,149,10
313,150,5
313,160,5
313,168,100
313,169,50
313,217,100
313,244,25
313,246,80
313,221,18
313,268,60
313,271,5
313,236,500
313,238,600
313,256,60
313,269,200
313,286,27500
313,228,30
313,297,10
313,13257,1
313,13256,3
313,35060,113
313,55897,2
313,55898,2
314,51,15
314,143,1
319,104,30
319,217,50
319,236,50
322,142,30
322,143,30
330,104,20
330,116,10
330,149,4
330,150,1
330,217,15
330,268,6
330,236,10
330,228,2
333,104,30
333,244,20
333,246,20
333,221,6
333,268,6
333,238,10
333,269,1
333,228,12
333,297,10
334,104,1
335,149,1
335,268,6
335,228,4
335,297,3
336,104,10
336,115,1
336,116,20
336,217,10
338,21,2
338,24,2
338,48,70
338,51,160
338,60,1
338,101,8
338,102,150
338,104,100
338,107,40
338,115,60
338,116,400
338,139,20
338,140,100
338,141,100
338,142,100
338,143,40
338,148,37
338,149,10
338,150,5
338,160,5
338,168,100
338,169,50
338,217,100
338,244,25
338,246,80
338,221,18
338,268,60
338,271,5
338,236,500
338,238,600
338,256,60
338,269,200
338,286,27500
338,228,30
338,297,10
338,13257,1
338,13256,1
338,35060,113
338,55897,2
338,55898,2
340,140,1
341,21,2
341,24,2
341,48,70
341,51,160
341,60,1
341,101,8
341,102,150
341,104,100
341,107,40
341,115,60
341,116,400
341,139,20
341,140,100
341,141,100
341,142,100
341,143,40
341,148,37
341,149,10
341,150,5
341,160,5
341,168,100
341,169,50
341,217,100
341,244,25
341,246,80
341,221,18
341,268,60
341,271,5
341,236,500
341,238,600
341,256,60
341,269,200
341,286,27500
341,228,30
341,297,10
341,13257,1
341,13256,1
341,35060,113
341,55897,2
341,55898,2
342,150,5
342,256,10
342,228,12
342,297,5
343,149,2
343,268,8
343,228,2
344,116,10
353,139,10
353,149,1
353,246,2
357,21,2
357,24,2
357,48,70
357,51,160
357,60,1
357,101,8
357,102,150
357,104,100
357,107,40
357,115,60
357,116,400
357,139,20
357,140,100
357,141,100
357,142,100
357,143,40
357,148,37
357,149,10
357,150,5
357,160,5
357,168,100
357,169,50
357,217,100
357,244,25
357,246,80
357,221,18
357,268,60
357,271,5
357,236,500
357,238,600
357,256,60
357,269,200
357,286,27500
357,228,30
357,297,10
357,13257,1
357,13256,1
357,35060,113
357,55897,2
357,55898,2
359,21,2
359,24,2
359,48,70
359,51,160
359,60,1
359,101,8
359,102,150
359,104,100
359,107,40
359,115,60
359,116,400
359,139,20
359,140,100
359,141,100
359,142,100
359,143,40
359,148,37
359,149,10
359,150,5
359,160,5
359,168,100
359,169,50
359,217,100
359,244,25
359,246,80
359,221,18
359,268,60
359,271,5
359,236,500
359,238,600
359,256,60
359,269,200
359,286,27500
359,228,30
359,297,10
359,13257,1
359,13256,1
359,35060,113
359,55897,2
359,55898,2
360,21,2
360,24,2
360,48,70
360,51,160
360,60,1
360,101,8
360,102,150
360,104,100
360,107,40
360,115,60
360,116,400
360,139,20
360,140,100
360,141,100
360,142,100
360,143,40
360,148,37
360,149,10
360,150,5
360,160,5
360,168,100
360,169,50
360,217,100
360,244,25
360,246,80
360,221,18
360,268,60
360,271,5
360,236,500
360,238,600
360,256,60
360,269,200
360,286,27500
360,228,30
360,297,10
360,13257,2
360,13256,1
360,35060,113
360,55897,2
360,55898,2
361,21,2
361,24,2
361,48,70
361,51,160
361,60,1
361,101,8
361,102,150
361,104,100
361,107,40
361,115,60
361,116,400
361,139,20
361,140,100
361,141,100
361,142,100
361,143,40
361,148,37
361,149,10
361,150,5
361,160,5
361,168,100
361,169,50
361,217,100
361,244,25
361,246,80
361,221,18
361,268,60
361,271,5
361,236,500
361,238,600
361,256,60
361,269,200
361,286,27500
361,228,30
361,297,10
361,13257,1
361,13256,1
361,35060,113
361,55897,2
361,55898,2
363,141,2
365,21,2
365,24,2
365,48,70
365,51,160
365,60,1
365,101,8
365,102,150
365,104,100
365,107,40
365,115,60
365,116,400
365,139,20
365,140,100
365,141,100
365,142,100
365,143,40
365,148,37
365,149,10
365,150,5
365,160,5
365,168,100
365,169,50
365,217,100
365,244,25
365,246,80
365,221,24
365,268,60
365,271,5
365,236,500
365,238,600
365,256,60
365,269,200
365,286,27500
365,228,30
365,297,10
365,13257,1
365,13256,1
365,35060,113
365,55897,2
365,55898,2
369,51,30
369,139,10
369,142,10
369,150,2
369,269,20
370,21,2
370,24,2
370,48,70
370,51,160
370,60,1
370,101,8
370,102,150
370,104,100
370,107,40
370,115,60
370,116,400
370,139,20
370,140,100
370,141,100
370,142,100
370,143,40
370,148,37
370,149,10
370,150,5
370,160,5
370,168,100
370,169,50
370,217,100
370,244,25
370,246,80
370,221,18
370,268,60
370,271,5
370,236,500
370,238,600
370,256,60
370,269,200
370,286,27500
370,228,30
370,297,10
370,13257,1
370,13256,1
370,35060,113
370,55897,2
370,55898,2
371,104,8
371,139,2
371,217,10
371,244,2
371,236,8
373,116,50
373,139,100
373,142,90
378,51,20
378,116,25
378,140,5
378,256,1
379,141,1
382,104,20
382,142,2
382,236,50
382,228,6
384,21,2
384,24,2
384,48,70
384,51,160
384,60,1
384,101,8
384,102,150
384,104,100
384,107,40
384,115,60
384,116,400
384,139,20
384,140,100
384,141,100
384,142,100
384,143,40
384,148,37
384,149,10
384,150,5
384,160,5
384,168,100
384,169,50
384,217,100
384,244,25
384,246,80
384,221,18
384,268,60
384,271,5
384,236,500
384,238,600
384,256,60
384,269,200
384,286,27500
384,228,30
384,297,10
384,13257,1
384,13256,2
384,35060,113
384,55897,2
384,55898,2
385,21,2
385,24,2
385,48,70
385,51,160
385,60,1
385,101,25
385,102,150
385,104,100
385,107,40
385,115,60
385,116,400
385,139,20
385,140,100
385,141,100
385,142,100
385,143,40
385,148,37
385,149,10
385,150,5
385,160,5
385,168,100
385,169,50
385,217,100
385,244,25
385,246,80
385,221,18
385,268,60
385,271,5
385,236,500
385,238,600
385,256,60
385,269,200
385,286,27500
385,228,30
385,297,10
385,13257,1
385,13256,1
385,35060,113
385,55897,2
385,55898,2
387,51,6
387,116,10
389,104,30
389,116,20
389,217,15
389,236,20
394,102,20
394,149,2
394,217,10
394,236,20
394,238,10
394,228,18
395,21,2
395,24,2
395,48,70
395,51,160
395,60,1
395,101,8
395,102,150
395,104,100
395,107,40
395,115,60
395,116,400
395,139,20
395,140,100
395,141,100
395,142,100
395,143,40
395,148,37
395,149,10
395,150,5
395,160,5
395,168,100
395,169,50
395,217,100
395,244,25
395,246,80
395,221,18
395,268,60
395,271,5
395,236,500
395,238,600
395,256,60
395,269,200
395,286,27500
395,228,30
395,297,10
395,13257,1
395,13256,1
395,35060,113
395,55897,2
395,55898,2
399,21,2
399,24,2
399,48,70
399,51,160
399,60,1
399,101,8
399,102,150
399,104,100
399,107,40
399,115,60
399,116,400
399,139,20
399,140,100
399,141,100
399,142,100
399,143,40
399,148,37
399,149,10
399,150,5
399,160,5
399,168,100
399,169,50
399,217,100
399,244,25
399,246,80
399,221,18
399,268,60
399,271,5
399,236,500
399,238,600
399,256,60
399,269,200
399,286,27500
399,228,30
399,297,10
399,13257,1
399,13256,1
399,35060,113
399,55897,2
399,55898,2
402,140,70
402,269,50
403,104,15
403,116,25
403,140,15
403,256,20
403,228,36
409,116,5
411,236,1
411,55897,4
412,21,2
412,24,2
412,48,70
412,51,160
412,60,1
412,101,8
412,102,150
412,104,100
412,107,40
412,115,60
412,116,400
412,139,20
412,140,100
412,141,100
412,142,100
412,143,40
412,148,37
412,149,10
412,150,5
412,160,5
412,168,100
412,169,50
412,217,100
412,244,25
412,246,80
412,221,18
412,268,60
412,271,5
412,236,500
412,238,600
412,256,60
412,269,200
412,286,27500
412,228,30
412,297,10
412,13257,1
412,13256,1
412,35060,113
412,55897,96
412,55898,24
413,51,30
413,102,2
413,140,50
413,149,2
413,268,2
413,297,1
414,21,2
414,24,2
414,48,70
414,51,160
414,60,1
414,101,8
414,102,150
414,104,100
414,107,40
414,115,60
414,116,400
414,139,20
414,140,100
414,141,100
414,142,100
414,143,40
414,148,37
414,149,10
414,150,5
414,160,5
414,168,100
414,169,50
414,217,100
414,244,25
414,246,80
414,221,18
414,268,60
414,271,5
414,236,500
414,238,600
414,256,60
414,269,200
414,286,27500
414,228,30
414,297,10
414,13257,1
414,13256,1
414,35060,113
414,55897,2
414,55898,2
416,104,25
416,217,15
416,236,25
416,238,20
418,140,50
418,149,3
420,102,5
420,104,100
420,149,5
420,150,1
420,246,80
420,297,6
421,21,2
421,24,2
421,48,70
421,51,160
421,60,1
421,101,8
421,102,150
421,104,100
421,107,40
421,115,60
421,116,400
421,139,20
421,140,100
421,141,100
421,142,100
421,143,40
421,148,37
421,149,10
421,150,10
421,160,5
421,168,100
421,169,50
421,217,100
421,244,25
421,246,80
421,221,18
421,268,60
421,271,5
421,236,500
421,238,600
421,256,60
421,269,200
421,286,27500
421,228,30
421,297,10
421,13257,1
421,13256,1
421,35060,113
421,55897,2
421,55898,2
422,104,3
422,116,10
422,256,10
422,269,10
426,51,10
429,104,40
429,116,10
429,143,1
429,217,30
429,221,1
429,268,1
429,236,30
429,297,1
432,21,2
432,24,2
432,48,70
432,51,160
432,60,1
432,101,8
432,102,150
432,104,100
432,107,40
432,115,60
432,116,400
432,139,20
432,140,100
432,141,100
432,142,100
432,143,40
432,148,37
432,149,10
432,150,5
432,160,5
432,168,100
432,169,50
432,217,100
432,244,25
432,246,80
432,221,18
432,268,60
432,271,5
432,236,500
432,238,600
432,256,60
432,269,200
432,286,27500
432,228,30
432,297,10
432,13257,1
432,13256,1
432,35060,113
432,55897,2
432,55898,2
433,140,5
435,51,50
435,104,50
435,116,150
435,140,50
435,141,1
435,149,1
435,221,1
435,271,1
439,21,2
439,24,2
439,48,70
439,51,160
439,60,1
439,101,8
439,102,150
439,104,100
439,107,50
439,115,60
439,116,400
439,139,20
439,140,100
439,141,100
439,142,100
439,143,40
439,148,37
439,149,10
439,150,5
439,160,5
439,168,100
439,169,50
439,217,100
439,244,25
439,246,80
439,221,18
439,268,60
439,271,5
439,236,500
439,238,600
439,256,60
439,269,200
439,286,27500
439,228,30
439,297,10
439,13257,1
439,13256,1
439,35060,113
439,55897,2
439,55898,2
440,21,2
440,24,2
440,48,70
440,51,160
440,60,1
440,101,8
440,102,150
440,104,100
440,107,50
440,115,60
440,116,400
440,139,20
440,140,100
440,141,100
440,142,100
440,143,40
440,148,37
440,149,10
440,150,5
440,160,5
440,168,100
440,169,50
440,217,100
440,244,25
440,246,80
440,221,18
440,268,60
440,271,5
440,236,500
440,238,600
440,256,60
440,269,200
440,286,27500
440,228,30
440,297,10
440,13257,1
440,13256,1
440,35060,113
440,55897,2
440,55898,2
441,51,5
441,104,200
441,116,100
441,139,50
441,149,2
441,150,2
441,217,200
441,244,40
441,246,40
441,236,100
441,238,60
443,116,10
443,140,5
443,143,5
443,148,2
443,168,1
443,169,5
443,217,5
443,236,5
443,238,5
443,228,6
445,51,100
445,149,10
446,116,5
446,140,2
452,141,5
452,143,100
452,213,13
454,149,5
454,228,3
456,228,6
457,51,20
457,140,20
457,150,2
457,244,1
457,246,40
457,256,25
457,269,20
459,116,3
459,149,3
459,150,1
459,268,3
459,228,2
460,101,50
460,104,50
460,107,50
1,139,10
1,142,10
7,21,2
7,24,2
7,48,70
7,51,160
7,60,1
7,101,8
7,102,150
7,104,100
7,107,40
7,115,60
7,116,400
7,139,20
7,140,100
7,141,100
7,142,100
7,143,40
7,148,37
7,149,10
7,150,5
7,160,5
7,168,100
7,169,50
7,217,100
7,244,25
7,246,80
7,221,18
7,268,60
7,271,5
7,236,500
7,238,600
7,256,60
7,269,200
7,286,27500
7,228,30
7,297,10
7,13257,1
7,13256,1
7,35060,113
7,55897,2
7,55898,2
10,102,5
10,104,20
10,149,1
10,150,1
10,217,20
10,236,5
11,21,2
11,24,2
11,48,70
11,51,160
11,60,1
11,101,8
11,102,150
11,104,100
11,107,40
11,115,60
11,116,400
11,139,20
11,140,100
11,141,100
11,142,100
11,143,40
11,148,37
11,149,10
11,150,5
11,160,5
11,168,100
11,169,50
11,217,100
11,244,25
11,246,80
11,221,18
11,268,60
11,271,5
11,236,500
11,238,600
11,256,60
11,269,200
11,286,27500
11,228,30
11,297,10
11,13257,1
11,13256,2
11,35060,113
11,55897,2
11,55898,2
12,102,1
12,104,100
12,148,1
12,149,2
12,217,50
19,21,2
19,24,2
19,48,70
19,51,160
19,60,1
19,101,8
19,102,150
19,104,100
19,107,40
19,115,60
19,116,400
19,139,20
19,140,100
19,141,100
19,142,100
19,143,40
19,148,37
19,149,10
19,150,5
19,160,5
19,168,100
19,169,50
19,217,100
19,244,25
19,246,80
19,221,18
19,268,60
19,271,5
19,236,500
19,238,600
19,256,60
19,269,200
19,286,27500
19,228,30
19,297,10
19,13257,1
19,13256,1
19,35060,113
19,55897,2
19,55898,2
23,21,2
23,24,2
23,48,70
23,51,160
23,60,1
23,101,8
23,102,150
23,104,100
23,107,40
23,115,60
23,116,400
23,139,20
23,140,100
23,141,100
23,142,100
23,143,40
23,148,37
23,149,10
23,150,5
23,160,5
23,168,100
23,169,50
23,217,100
23,244,25
23,246,80
23,221,18
23,268,60
23,271,5
23,236,500
23,238,600
23,256,60
23,269,200
23,286,27500
23,228,30
23,297,10
23,13257,1
23,13256,1
23,35060,113
23,55897,2
23,55898,2
33,21,2
33,24,2
33,48,70
33,51,160
33,60,1
33,101,20
33,102,150
33,104,100
33,107,40
33,115,60
33,116,400
33,139,20
33,140,100
33,141,100
33,142,100
33,143,40
33,148,37
33,149,10
33,150,5
33,160,5
33,168,100
33,169,50
33,217,100
33,244,25
33,246,80
33,221,18
33,268,60
33,271,5
33,236,500
33,238,600
33,256,60
33,269,200
33,286,27500
33,228,30
33,297,10
33,13257,1
33,13256,1
33,35060,113
33,55897,2
33,55898,2
141,104,25
141,150,1
141,217,15
141,268,12
141,236,20
141,228,12
141,297,1
145,21,2
145,24,2
145,48,70
145,51,160
145,60,1
145,101,8
145,102,150
145,104,100
145,107,40
145,115,60
145,116,400
145,139,20
145,140,100
145,141,100
145,142,100
145,143,40
145,148,37
145,149,10
145,150,5
145,160,5
145,168,100
145,169,50
145,217,100
145,244,25
145,246,80
145,221,18
145,268,60
145,271,5
145,236,500
145,238,600
145,256,60
145,269,200
145,286,27500
145,228,30
145,297,10
145,13257,1
145,13256,1
145,35060,113
145,55897,2
145,55898,2
147,21,2
147,24,2
147,48,70
147,51,160
147,60,1
147,101,8
147,102,150
147,104,100
147,107,40
147,115,60
147,116,400
147,139,20
147,140,100
147,141,100
147,142,100
147,143,40
147,148,37
147,149,10
147,150,5
147,160,5
147,168,100
147,169,50
147,217,100
147,244,25
147,246,80
147,221,18
147,268,60
147,271,5
147,236,500
147,238,600
147,256,60
147,269,200
147,286,27500
147,228,30
147,297,10
147,13257,1
147,13256,1
147,35060,113
147,55897,2
147,55898,2
148,21,2
148,24,2
148,48,70
148,51,160
148,60,1
148,101,8
148,102,150
148,104,100
148,107,40
148,115,60
148,116,400
148,139,20
148,140,100
148,141,100
148,142,100
148,143,40
148,148,37
148,149,10
148,150,5
148,160,5
148,168,100
148,169,50
148,217,100
148,244,25
148,246,80
148,221,18
148,268,60
148,271,5
148,236,500
148,238,600
148,256,60
148,269,200
148,286,27500
148,228,30
148,297,10
148,13257,1
148,13256,1
148,35060,113
148,55897,2
148,55898,2
149,51,40
149,140,30
149,221,1
149,268,1
149,271,3
152,51,10
152,104,20
152,115,20
152,116,25
152,140,10
152,141,1
152,256,25
159,21,2
159,24,2
159,48,70
159,51,160
159,60,1
159,101,8
159,102,150
159,104,100
159,107,40
159,115,60
159,116,400
159,139,20
159,140,100
159,141,100
159,142,100
159,143,40
159,148,37
159,149,10
159,150,5
159,160,5
159,168,100
159,169,50
159,217,100
159,244,25
159,246,80
159,221,18
159,268,60
159,271,5
159,236,500
159,238,600
159,256,60
159,269,200
159,286,27500
159,228,30
159,297,10
159,13257,1
159,13256,1
159,35060,113
159,55897,2
159,55898,2
160,104,15
160,140,5
160,149,1
160,150,1
160,168,5
160,217,20
160,246,20
160,268,6
160,236,15
160,228,12
160,297,1
160,55897,1
161,150,4
166,51,10
166,116,20
166,297,2
168,21,2
168,24,2
168,48,70
168,51,160
168,60,1
168,101,8
168,102,150
168,104,100
168,107,40
168,115,60
168,116,400
168,139,20
168,140,100
168,141,100
168,142,100
168,143,40
168,148,37
168,149,10
168,150,5
168,160,5
168,168,100
168,169,50
168,217,100
168,244,25
168,246,80
168,221,18
168,268,60
168,271,5
168,236,500
168,238,600
168,256,60
168,269,200
168,286,27500
168,228,30
168,297,10
168,13257,1
168,13256,1
168,35060,113
168,55897,2
168,55898,2
175,238,50
183,51,15
183,139,10
183,142,10
193,236,5
193,256,5
193,269,5
194,236,20
195,139,100
195,140,110
195,149,2
195,150,3
195,246,20
195,297,1
197,104,6
197,217,5
197,221,1
197,236,5
197,238,5
197,228,1
204,21,2
204,24,2
204,48,70
204,51,160
204,60,1
204,101,8
204,102,150
204,104,100
204,107,40
204,115,60
204,116,400
204,139,20
204,140,100
204,141,100
204,142,100
204,143,40
204,148,37
204,149,10
204,150,5
204,160,5
204,168,100
204,169,50
204,217,100
204,244,25
204,246,80
204,221,18
204,268,60
204,271,5
204,236,500
204,238,600
204,256,60
204,269,200
204,286,27500
204,228,30
204,297,10
204,13257,1
204,13256,1
204,35060,113
204,55897,2
204,55898,2
206,217,5
208,116,5
208,142,1
208,149,1
208,150,1
208,217,5
208,236,2
208,297,1
217,21,2
217,24,2
217,48,70
217,51,160
217,60,1
217,101,8
217,102,150
217,104,100
217,107,40
217,115,60
217,116,400
217,139,20
217,140,100
217,141,100
217,142,100
217,143,40
217,148,37
217,149,10
217,150,5
