USER,ITEM,QTD
4035,168,100
4035,169,50
4035,217,100
4035,244,25
4035,246,80
4035,221,18
4035,268,60
4035,271,5
4035,236,500
4035,238,600
4035,256,60
4035,269,200
4035,286,27500
4035,228,30
4035,297,10
4035,13257,1
4035,13256,1
4035,35060,113
4035,55897,2
4035,55898,2
4042,168,10
4042,297,2
4043,168,20
4050,101,5
4050,102,5
4050,104,5
4054,51,40
4054,140,40
4054,217,50
4055,168,10
4061,169,6
4061,228,30
4065,51,4
4070,51,10
4070,140,30
4070,269,15
4070,297,4
4072,21,2
4072,24,2
4072,48,70
4072,51,160
4072,60,1
4072,101,8
4072,102,150
4072,104,100
4072,107,40
4072,115,60
4072,116,400
4072,139,20
4072,140,100
4072,141,100
4072,142,100
4072,143,40
4072,148,37
4072,149,10
4072,150,5
4072,160,5
4072,168,100
4072,169,50
4072,217,100
4072,244,25
4072,246,80
4072,221,18
4072,268,60
4072,271,5
4072,236,500
4072,238,600
4072,256,60
4072,269,200
4072,286,27500
4072,228,30
4072,297,10
4072,13257,1
4072,13256,1
4072,35060,113
4072,55897,2
4072,55898,2
4076,21,2
4076,24,2
4076,48,70
4076,51,160
4076,60,1
4076,101,8
4076,102,150
4076,104,100
4076,107,40
4076,115,60
4076,116,400
4076,139,20
4076,140,100
4076,141,100
4076,142,100
4076,143,40
4076,148,37
4076,149,10
4076,150,5
4076,160,5
4076,168,100
4076,169,50
4076,217,100
4076,244,40
4076,246,80
4076,221,18
4076,268,60
4076,271,5
4076,236,500
4076,238,600
4076,256,60
4076,269,200
4076,286,27500
4076,228,30
4076,297,10
4076,13257,1
4076,13256,1
4076,35060,113
4076,55897,2
4076,55898,2
4078,268,12
4078,228,1
4080,228,6
4081,104,15
4081,149,2
4081,217,20
4081,268,6
4081,236,15
4081,256,10
4081,297,1
4085,268,8
4085,228,6
4090,51,5
4090,160,10
4090,164,5
4090,166,10
4097,21,2
4097,24,2
4097,48,70
4097,51,160
4097,60,1
4097,101,8
4097,102,150
4097,104,100
4097,107,40
4097,115,60
4097,116,400
4097,139,20
4097,140,100
4097,141,100
4097,142,100
4097,143,40
4097,148,37
4097,149,10
4097,150,5
4097,160,5
4097,168,100
4097,169,50
4097,217,100
4097,244,25
4097,246,80
4097,221,18
4097,268,60
4097,271,5
4097,236,500
4097,238,600
4097,256,60
4097,269,200
4097,286,27500
4097,228,30
4097,297,10
4097,13257,1
4097,13256,1
4097,35060,113
4097,55897,2
4097,55898,2
4103,140,40
4104,21,2
4104,24,2
4104,48,70
4104,51,160
4104,60,1
4104,101,8
4104,102,150
4104,104,100
4104,107,40
4104,115,60
4104,116,400
4104,139,20
4104,140,100
4104,141,100
4104,142,100
4104,143,40
4104,148,37
4104,149,10
4104,150,5
4104,160,5
4104,168,100
4104,169,50
4104,217,100
4104,244,25
4104,246,80
4104,221,18
4104,268,60
4104,271,5
4104,236,500
4104,238,600
4104,256,60
4104,269,200
4104,286,27500
4104,228,30
4104,297,10
4104,13257,1
4104,13256,1
4104,35060,113
4104,55897,2
4104,55898,2
4108,116,1
4108,139,1
4108,256,1
4108,269,1
4111,21,2
4111,24,2
4111,48,70
4111,51,160
4111,60,1
4111,101,8
4111,102,150
4111,104,100
4111,107,40
4111,115,60
4111,116,400
4111,139,20
4111,140,100
4111,141,100
4111,142,100
4111,143,40
4111,148,37
4111,149,10
4111,150,5
4111,160,5
4111,168,100
4111,169,50
4111,217,100
4111,244,25
4111,246,80
4111,221,18
4111,268,60
4111,271,5
4111,236,500
4111,238,600
4111,256,60
4111,269,200
4111,286,27500
4111,228,30
4111,297,10
4111,13257,1
4111,13256,1
4111,35060,113
4111,55897,2
4111,55898,2
4112,51,4
4112,141,4
4113,169,5
4115,21,2
4115,24,2
4115,48,70
4115,51,160
4115,60,1
4115,101,8
4115,102,150
4115,104,100
4115,107,150
4115,115,60
4115,116,400
4115,139,20
4115,140,100
4115,141,100
4115,142,100
4115,143,40
4115,148,37
4115,149,10
4115,150,5
4115,160,5
4115,168,100
4115,169,50
4115,217,100
4115,244,25
4115,246,80
4115,221,18
4115,268,60
4115,271,5
4115,236,500
4115,238,600
4115,256,60
4115,269,200
4115,286,27500
4115,228,30
4115,297,10
4115,13257,1
4115,13256,1
4115,35060,113
4115,55897,2
4115,55898,2
4118,104,60
4118,149,1
4118,236,60
4120,104,15
4120,217,10
4120,268,6
4120,236,10
4120,228,6
4123,168,1
4124,102,5
4124,104,15
4125,104,60
4125,149,1
4125,217,2
4125,236,60
4125,238,60
4125,297,1
4127,21,2
4127,24,2
4127,48,70
4127,51,160
4127,60,1
4127,101,8
4127,102,150
4127,104,100
4127,107,40
4127,115,60
4127,116,400
4127,139,20
4127,140,100
4127,141,100
4127,142,100
4127,143,40
4127,148,37
4127,149,10
4127,150,5
4127,160,5
4127,168,100
4127,169,50
4127,217,100
4127,244,25
4127,246,80
4127,221,18
4127,268,60
4127,271,5
4127,236,500
4127,238,600
4127,256,60
4127,269,200
4127,286,27500
4127,228,30
4127,297,10
4127,13257,1
4127,13256,1
4127,35060,113
4127,55897,2
4127,55898,2
4132,104,30
4134,104,50
4135,116,20
4135,141,16
4135,143,12
4136,169,30
4145,104,15
4146,21,2
4146,24,2
4146,48,70
4146,51,160
4146,60,1
4146,101,8
4146,102,150
4146,104,100
4146,107,40
4146,115,60
4146,116,400
4146,139,20
4146,140,100
4146,141,100
4146,142,100
4146,143,40
4146,148,37
4146,149,10
4146,150,5
4146,160,5
4146,168,100
4146,169,50
4146,217,100
4146,244,25
4146,246,80
4146,221,18
4146,268,60
4146,271,5
4146,236,500
4146,238,600
4146,256,60
4146,269,200
4146,286,27500
4146,228,30
4146,297,10
4146,13257,1
4146,13256,1
4146,35060,113
4146,55897,2
4146,55898,2
4148,21,2
4148,24,2
4148,48,70
4148,51,160
4148,60,1
4148,101,8
4148,102,150
4148,104,100
4148,107,40
4148,115,60
4148,116,400
4148,139,20
4148,140,100
4148,141,100
4148,142,100
4148,143,40
4148,148,37
4148,149,10
4148,150,5
4148,160,5
4148,168,100
4148,169,50
4148,217,100
4148,244,25
4148,246,80
4148,221,18
4148,268,60
4148,271,5
4148,236,500
4148,238,600
4148,256,60
4148,269,200
4148,286,27500
4148,228,30
4148,297,10
4148,13257,1
4148,13256,1
4148,35060,113
4148,55897,2
4148,55898,2
4151,104,100
4151,116,50
4151,148,1
4151,149,1
4151,150,1
4151,217,100
4151,236,150
4151,297,3
4152,21,2
4152,24,2
4152,48,70
4152,51,160
4152,60,1
4152,101,8
4152,102,150
4152,104,100
4152,107,40
4152,115,60
4152,116,400
4152,139,40
4152,140,100
4152,141,100
4152,142,100
4152,143,40
4152,148,37
4152,149,10
4152,150,5
4152,160,5
4152,168,100
4152,169,50
4152,217,100
4152,244,25
4152,246,80
4152,221,18
4152,268,60
4152,271,5
4152,236,500
4152,238,600
4152,256,60
4152,269,200
4152,286,27500
4152,228,30
4152,297,10
4152,13257,1
4152,13256,1
4152,35060,113
4152,55897,2
4152,55898,2
4154,51,20
4154,139,5
4154,140,20
4154,268,2
4154,228,1
4156,48,4
4156,102,25
4156,104,50
4156,142,2
4156,149,2
4156,150,1
4156,217,25
4156,236,10
4157,21,2
4157,24,2
4157,48,70
4157,51,160
4157,60,1
4157,101,8
4157,102,150
4157,104,100
4157,107,40
4157,115,60
4157,116,400
4157,139,20
4157,140,100
4157,141,100
4157,142,100
4157,143,40
4157,148,37
4157,149,10
4157,150,5
4157,160,5
4157,168,100
4157,169,50
4157,217,100
4157,244,25
4157,246,80
4157,221,18
4157,268,60
4157,271,5
4157,236,500
4157,238,600
4157,256,60
4157,269,200
4157,286,27500
4157,228,30
4157,297,10
4157,13257,1
4157,13256,1
4157,35060,113
4157,55897,2
4157,55898,2
4159,48,5
4159,116,1
4162,102,25
4162,104,25
4162,148,1
4162,217,25
4162,244,1
4162,246,20
4162,271,2
4162,236,50
4164,102,50
4164,104,50
4164,107,10
4164,217,70
4164,268,6
4164,236,100
4164,228,2
4164,297,2
4169,21,2
4169,24,2
4169,48,70
4169,51,160
4169,60,1
4169,101,8
4169,102,150
4169,104,100
4169,107,40
4169,115,60
4169,116,400
4169,139,20
4169,140,100
4169,141,100
4169,142,100
4169,143,40
4169,148,37
4169,149,10
4169,150,5
4169,160,5
4169,168,100
4169,169,50
4169,217,100
4169,244,25
4169,246,80
4169,221,18
4169,268,60
4169,271,5
4169,236,500
4169,238,600
4169,256,60
4169,269,200
4169,286,27500
4169,228,30
4169,297,10
4169,13257,1
4169,13256,1
4169,35060,113
4169,55897,2
4169,55898,2
4170,21,2
4170,24,2
4170,48,70
4170,51,160
4170,60,1
4170,101,8
4170,102,150
4170,104,100
4170,107,40
4170,115,60
4170,116,400
4170,139,20
4170,140,100
4170,141,100
4170,142,100
4170,143,40
4170,148,37
4170,149,10
4170,150,5
4170,160,5
4170,168,100
4170,169,50
4170,217,100
4170,244,25
4170,246,80
4170,221,18
4170,268,60
4170,271,5
4170,236,500
4170,238,600
4170,256,60
4170,269,200
4170,286,27500
4170,228,30
4170,297,10
4170,13257,1
4170,13256,1
4170,35060,113
4170,55897,2
4170,55898,2
4171,21,2
4171,24,2
4171,48,70
4171,51,160
4171,60,1
4171,101,8
4171,102,150
4171,104,100
4171,107,40
4171,115,60
4171,116,400
4171,139,20
4171,140,100
4171,141,100
4171,142,100
4171,143,40
4171,148,37
4171,149,10
4171,150,5
4171,160,5
4171,168,100
4171,169,50
4171,217,100
4171,244,25
4171,246,80
4171,221,18
4171,268,60
4171,271,5
4171,236,500
4171,238,600
4171,256,60
4171,269,200
4171,286,27500
4171,228,30
4171,297,10
4171,13257,1
4171,13256,1
4171,35060,113
4171,55897,2
4171,55898,2
4172,268,2
4172,297,1
4174,148,1
4174,149,5
4174,160,5
4174,169,1
4174,217,100
4174,221,60
4174,268,6
4174,297,2
4176,21,2
4176,24,2
4176,48,70
4176,51,160
4176,60,1
4176,101,8
4176,102,150
4176,104,100
4176,107,40
4176,115,60
4176,116,400
4176,139,20
4176,140,100
4176,141,100
4176,142,100
4176,143,40
4176,148,37
4176,149,10
4176,150,5
4176,160,5
4176,168,100
4176,169,50
4176,217,100
4176,244,25
4176,246,80
4176,221,18
4176,268,60
4176,271,5
4176,236,500
4176,238,600
4176,256,60
4176,269,200
4176,286,27500
4176,228,30
4176,297,10
4176,13257,1
4176,13256,1
4176,35060,113
4176,55897,2
4176,55898,2
4180,102,25
4180,104,5
4180,142,10
4180,149,2
4180,217,31
4182,101,5
4182,104,10
4182,139,20
4182,142,30
4182,149,1
4182,246,20
4182,228,2
4183,101,10
3763,21,2
3763,24,2
3763,48,70
3763,51,160
3763,60,1
3763,101,8
3763,102,150
3763,104,100
3763,107,40
3763,115,60
3763,116,400
3763,139,20
3763,140,100
3763,141,100
3763,142,100
3763,143,40
3763,148,37
3763,149,10
3763,150,5
3763,160,5
3763,168,100
3763,169,50
3763,217,100
3763,244,25
3763,246,80
3763,221,18
3763,268,60
3763,271,5
3763,236,500
3763,238,600
3763,256,60
3763,269,200
3763,286,27500
3763,228,30
3763,297,10
3763,13257,1
3763,13256,1
3763,35060,113
3763,55897,2
3763,55898,2
3764,21,2
3764,24,2
3764,48,70
3764,51,160
3764,60,1
3764,101,8
3764,102,150
3764,104,120
3764,107,55
3764,115,60
3764,116,400
3764,139,20
3764,140,100
3764,141,100
3764,142,100
3764,143,40
3764,148,37
3764,149,10
3764,150,5
3764,160,5
3764,168,100
3764,169,50
3764,217,100
3764,244,25
3764,246,80
3764,221,18
3764,268,60
3764,271,5
3764,236,500
3764,238,600
3764,256,60
3764,269,200
3764,286,27500
3764,228,30
3764,297,10
3764,13257,1
3764,13256,1
3764,35060,113
3764,55897,2
3764,55898,2
3769,21,2
3769,24,2
3769,48,70
3769,51,160
3769,60,1
3769,101,8
3769,102,150
3769,104,100
3769,107,40
3769,115,60
3769,116,400
3769,139,20
3769,140,100
3769,141,100
3769,142,200
3769,143,40
3769,148,37
3769,149,10
3769,150,5
3769,160,5
3769,168,100
3769,169,50
3769,217,100
3769,244,25
3769,246,80
3769,221,18
3769,268,60
3769,271,5
3769,236,500
3769,238,600
3769,256,60
3769,269,200
3769,286,27500
3769,228,30
3769,297,10
3769,13257,1
3769,13256,1
3769,35060,113
3769,55897,2
3769,55898,2
3781,104,15
3781,140,10
3781,221,1
3781,236,1
3781,256,1
3781,297,10
3783,139,5
3783,142,5
3783,149,2
3783,221,1
3783,268,1
3788,21,2
3788,24,2
3788,48,70
3788,51,160
3788,60,1
3788,101,8
3788,102,150
3788,104,100
3788,107,40
3788,115,60
3788,116,400
3788,139,20
3788,140,100
3788,141,100
3788,142,100
3788,143,40
3788,148,37
3788,149,10
3788,150,5
3788,160,5
3788,168,100
3788,169,50
3788,217,100
3788,244,25
3788,246,80
3788,221,18
3788,268,60
3788,271,5
3788,236,500
3788,238,600
3788,256,60
3788,269,200
3788,286,27500
3788,228,30
3788,297,10
3788,13257,1
3788,13256,1
3788,35060,113
3788,55897,2
3788,55898,2
3790,104,40
3791,51,10
3791,116,50
3791,140,10
3791,142,10
3795,116,10
3795,228,18
3797,101,5
3797,104,15
3797,149,1
3797,150,1
3797,217,10
3799,21,2
3799,24,2
3799,48,70
3799,51,160
3799,60,1
3799,101,8
3799,102,150
3799,104,100
3799,107,40
3799,115,60
3799,116,400
3799,139,20
3799,140,100
3799,141,100
3799,142,100
3799,143,40
3799,148,37
3799,149,10
3799,150,5
3799,160,5
3799,168,100
3799,169,50
3799,217,100
3799,244,25
3799,246,80
3799,221,18
3799,268,60
3799,271,5
3799,236,500
3799,238,600
3799,256,60
3799,269,200
3799,286,27500
3799,228,30
3799,297,10
3799,13257,1
3799,13256,1
3799,35060,113
3799,55897,2
3799,55898,2
3801,116,1
3802,104,10
3802,116,30
3802,139,3
3802,141,1
3802,149,2
3802,217,15
3802,238,20
3802,297,3
3806,104,10
3806,217,10
3807,140,10
3807,149,1
3807,150,1
3808,104,100
3808,149,1
3809,169,1
3810,104,5
3810,107,5
3810,116,4
3810,149,1
3810,217,2
3812,21,2
3812,24,2
3812,48,70
3812,51,160
3812,60,1
3812,101,8
3812,102,150
3812,104,100
3812,107,40
3812,115,60
3812,116,400
3812,139,20
3812,140,100
3812,141,100
3812,142,100
3812,143,40
3812,148,37
3812,149,10
3812,150,5
3812,160,5
3812,168,100
3812,169,60
3812,217,100
3812,244,25
3812,246,80
3812,221,18
4721,168,5
4724,168,2
4724,244,20
4724,228,6
4725,228,6
4725,297,1
4726,104,5
4726,217,15
4726,268,2
4726,236,15
4726,238,10
4726,228,2
4726,297,1
4727,141,1
4727,143,1
4729,21,2
4729,24,2
4729,48,70
4729,51,160
4729,60,1
4729,101,8
4729,102,150
4729,104,100
4729,107,40
4729,115,60
4729,116,400
4729,139,20
4729,140,100
4729,141,100
4729,142,100
4729,143,40
4729,148,37
4729,149,10
4729,150,5
4729,160,5
4729,168,100
4729,169,50
4729,217,100
4729,244,25
4729,246,80
4729,221,18
4729,268,60
4729,271,5
4729,236,500
4729,238,600
4729,256,60
4729,269,200
4729,286,27500
4729,228,30
4729,297,10
4729,13257,1
4729,13256,1
4729,35060,113
4729,55897,2
4729,55898,2
4730,141,5
4730,228,6
4730,297,1
4731,21,2
4731,24,2
4731,48,70
4731,51,160
4731,60,1
4731,101,8
4731,102,150
4731,104,100
4731,107,40
4731,115,60
4731,116,400
4731,139,20
4731,140,100
4731,141,100
4731,142,100
4731,143,40
4731,148,37
4731,149,10
4731,150,5
4731,160,5
4731,168,100
4731,169,50
4731,217,100
4731,244,25
4731,246,80
4731,221,18
4731,268,60
4731,271,5
4731,236,500
4731,238,600
4731,256,60
4731,269,200
4731,286,27500
4731,228,30
4731,297,10
4731,13257,1
4731,13256,1
4731,35060,113
4731,55897,2
4731,55898,2
4732,21,2
4732,24,2
4732,48,70
4732,51,160
4732,60,1
4732,101,8
4732,102,150
4732,104,100
4732,107,40
4732,115,60
4732,116,400
4732,139,20
4732,140,100
4732,141,100
4732,142,100
4732,143,40
4732,148,37
4732,149,10
4732,150,5
4732,160,5
4732,168,100
4732,169,50
4732,217,100
4732,244,25
4732,246,80
4732,221,18
4732,268,60
4732,271,5
4732,236,500
4732,238,600
4732,256,60
4732,269,200
4732,286,27500
4732,228,30
4732,297,10
4732,13257,1
4732,13256,1
4732,35060,113
4732,55897,2
4732,55898,2
4733,168,1
4733,228,6
4733,297,8
4734,21,2
4734,24,2
4734,48,70
4734,51,160
4734,60,1
4734,101,8
4734,102,150
4734,104,100
4734,107,40
4734,115,60
4734,116,400
4734,139,20
4734,140,100
4734,141,100
4734,142,100
4734,143,40
4734,148,37
4734,149,10
4734,150,5
4734,160,5
4734,168,100
4734,169,50
4734,217,100
4734,244,25
4734,246,80
4734,221,18
4734,268,60
4734,271,5
4734,236,500
4734,238,600
4734,256,60
4734,269,200
4734,286,27500
4734,228,30
4734,297,10
4734,13257,1
4734,13256,1
4734,35060,113
4372,107,50
4372,149,2
4372,150,2
4372,268,54
4372,236,150
4372,228,10
4372,297,3
4320,141,10
4320,228,54
4321,107,100
4321,150,1
4322,228,1
4323,21,2
4323,24,2
4323,48,70
4323,51,160
4323,60,1
4323,101,8
4323,102,150
4323,104,100
4323,107,40
4323,115,60
4323,116,400
4323,139,20
4323,140,100
4323,141,100
4323,142,100
4323,143,40
4323,148,37
4323,149,10
4323,150,5
4323,160,5
4323,168,100
4323,169,50
4323,217,100
4323,244,25
4323,246,80
4323,221,18
4323,268,60
4323,271,5
4323,236,500
4323,238,600
4323,256,60
4323,269,200
4323,286,27500
4323,228,30
4323,297,10
4323,13257,1
4323,13256,1
4323,35060,113
4323,55897,2
4323,55898,2
4326,102,10
4326,104,10
4326,149,4
4326,217,70
4326,268,2
4326,228,12
4365,104,5
4365,149,1
4327,21,2
4327,24,2
4327,48,70
4327,51,160
4327,60,1
4327,101,8
4327,102,150
4327,104,100
4327,107,40
4327,115,60
4327,116,400
4327,139,20
4327,140,100
4327,141,100
4327,142,100
4327,143,40
4327,148,37
4327,149,10
4327,150,5
4327,160,5
4327,168,100
4327,169,50
4327,217,100
4327,244,25
4327,246,80
4327,221,18
4327,268,60
4327,271,5
4327,236,500
4327,238,600
4327,256,60
4327,269,200
4327,286,27500
4327,228,30
4327,297,10
4327,13257,1
4327,13256,1
4327,35060,113
4327,55897,2
4327,55898,2
4328,21,2
4328,24,2
4328,48,70
4328,51,160
4328,54,56000
4328,55,52000
4328,60,1
4328,101,8
4328,102,150
4328,104,100
4328,107,40
4328,115,60
4328,116,400
4328,139,20
4328,140,100
4328,141,100
4328,142,100
4328,143,40
4328,148,37
4328,149,10
4328,150,5
4328,160,5
4328,168,100
4328,169,50
4328,217,100
4328,244,25
4328,246,80
4328,221,18
4328,268,60
4328,271,5
4328,236,500
4328,238,600
4328,256,60
4328,269,200
4328,286,110000
4328,228,30
4328,297,10
4328,13257,1
4328,13256,1
4328,35060,113
4328,55897,2
4328,55898,2
4366,168,20
4366,228,1
4330,21,2
4330,24,2
4330,48,70
4330,51,160
4330,60,1
4330,101,8
4330,102,150
4330,104,100
4330,107,40
4330,115,60
4330,116,400
4330,139,20
4330,140,100
4330,141,100
4330,142,100
4330,143,40
4330,148,37
4330,149,10
4330,150,5
4330,160,5
4330,168,100
4330,169,50
4330,217,100
4330,244,25
4330,246,80
4330,221,18
4330,268,60
4330,271,5
4330,236,500
4330,238,600
4330,256,60
4330,269,200
4330,286,27500
4330,228,30
4330,297,10
4330,13257,1
4330,13256,1
4330,35060,113
4330,55897,2
4330,55898,2
4331,21,2
4331,24,2
4331,48,70
4331,51,160
4331,60,1
4331,101,8
4331,102,150
4331,104,100
4331,107,40
4331,115,60
4331,116,400
4331,139,20
4331,140,100
4331,141,100
4331,142,100
4331,143,40
4331,148,37
4331,149,10
4331,150,5
4331,160,5
4331,168,100
4331,169,50
4331,217,100
4331,244,25
4331,246,80
4331,221,18
4331,268,60
4331,271,5
4331,236,500
4331,238,600
4331,256,60
4331,269,200
4331,286,27500
4331,228,30
4331,297,10
4331,13257,1
4331,13256,1
4331,35060,113
4331,55897,2
4331,55898,2
4332,168,20
4368,101,6
4368,102,6
4368,104,10
4334,21,2
4334,24,2
4334,48,70
4334,51,160
4334,60,1
4334,101,8
4334,102,150
4334,104,100
4334,107,40
4334,115,60
4334,116,400
4334,139,20
4334,140,100
4334,141,100
4334,142,100
4334,143,40
4334,148,37
4334,149,10
4334,150,5
4334,160,5
4334,168,100
4334,169,50
4334,217,100
4334,244,25
4334,246,80
4334,221,18
4334,268,60
4334,271,5
4334,236,500
4334,238,600
4334,256,60
4334,269,200
4334,286,27500
4334,228,30
4334,297,10
4334,13257,1
4334,13256,1
4334,35060,113
4334,55897,2
4334,55898,2
4276,102,4
4280,102,50
4280,104,10
4280,149,2
4280,150,10
4280,217,20
4280,246,1
4280,268,2
4280,228,2
4281,21,2
4281,24,2
4281,48,70
4281,51,160
4281,60,1
4281,101,8
4281,102,150
4281,104,100
4281,107,40
4281,115,60
4281,116,400
4281,139,20
4281,140,100
4281,141,100
4281,142,100
4281,143,40
4281,148,37
4281,149,10
4281,150,5
4281,160,5
4281,168,100
4281,169,50
4281,217,100
4281,244,25
4281,246,80
4281,221,18
4281,268,60
4281,271,5
4281,236,500
4281,238,600
4281,256,60
4281,269,200
4281,286,27500
4281,228,30
4281,297,10
4281,13257,1
4281,13256,1
4281,35060,113
4281,55897,2
4281,55898,2
4335,21,2
4335,24,2
4335,48,70
4335,51,160
4335,60,1
4335,101,8
4335,102,150
4335,104,100
4335,107,40
4335,115,60
4335,116,400
4335,139,20
4335,140,100
4335,141,100
4335,142,100
4335,143,40
4335,148,37
4335,149,10
4335,150,5
4335,160,5
4335,168,100
4335,169,50
4335,217,100
4335,244,25
4335,246,80
4335,221,18
4335,268,60
4335,271,5
4335,236,500
4335,238,600
4335,256,60
4335,269,200
4335,286,27500
4335,228,30
4335,297,10
4335,13257,1
4335,13256,1
4335,35060,113
4335,55897,2
4335,55898,2
4336,21,2
4336,24,2
4336,48,70
4336,51,160
4336,60,1
4336,101,8
4336,102,150
4336,104,100
4336,107,40
4336,115,60
4336,116,400
4336,139,20
4336,140,100
4336,141,100
4336,142,100
4336,143,40
4336,148,37
4336,149,10
4336,150,5
4336,160,5
4336,168,100
4336,169,50
4336,217,100
4336,244,25
4336,246,80
4336,221,18
4336,268,60
4336,271,5
4336,236,500
4336,238,600
4336,256,60
4336,269,200
4336,286,27500
4336,228,30
4336,297,10
4336,13257,1
4336,13256,1
4336,35060,113
4336,55897,2
4336,55898,2
4337,236,20
4338,142,1
4338,149,3
4338,150,3
4339,104,4
4339,268,6
4339,228,6
4340,104,40
4340,116,30
4340,217,30
4340,268,2
4340,236,30
4341,142,4
4341,160,10
4341,168,1
4341,169,3
4341,228,1
4341,13257,1
4341,13256,1
4343,21,2
4343,24,2
4343,48,70
4343,51,160
4343,60,1
4343,101,8
4343,102,150
4343,104,100
4343,107,40
4343,115,60
4343,116,400
4343,139,20
4343,140,100
4343,141,100
4343,142,100
4343,143,40
4343,148,37
4343,149,10
4343,150,5
4343,160,5
4343,168,100
4343,169,50
4343,217,100
4343,244,25
4343,246,80
4343,221,18
4343,268,60
4343,271,5
4343,236,500
4343,238,600
4343,256,60
4343,269,200
4343,286,27500
4343,228,30
4343,297,10
4343,13257,1
4343,13256,1
4343,35060,113
4343,55897,2
4343,55898,2
4278,102,2
4278,149,2
4278,168,4
4282,21,2
4282,24,2
4282,48,70
4282,51,160
4282,60,1
4282,101,8
4282,102,150
4282,104,100
4282,107,40
4282,115,60
4282,116,400
4282,139,20
4282,140,100
4282,141,100
4282,142,100
4282,143,40
4282,148,37
4282,149,10
4282,150,5
4282,160,5
4282,168,100
4282,169,50
4282,217,100
4282,244,25
4282,246,80
4282,221,18
4282,268,60
4282,271,5
4282,236,500
4282,238,600
4282,256,60
4282,269,200
4282,286,27500
4282,228,30
4282,297,10
4282,13257,1
4282,13256,1
4282,35060,113
4282,55897,2
4282,55898,2
4283,228,1
4345,102,20
4345,104,20
4345,217,20
4370,102,10
4346,102,1
4346,104,6
4346,116,4
4346,217,5
4346,236,5
4347,21,2
4347,24,2
4347,48,70
4347,51,160
4347,60,1
4347,101,8
4347,102,150
4347,104,100
4347,107,40
4347,115,60
4347,116,400
4347,139,20
4347,140,100
4347,141,100
4347,142,100
4347,143,40
4347,148,37
4347,149,10
4347,150,5
4347,160,5
4347,168,100
4347,169,50
4347,217,100
4347,244,25
4347,246,80
4347,221,18
4347,268,60
4347,271,5
4347,236,500
4347,238,600
4347,256,60
4347,269,200
4347,286,27500
4347,228,30
4347,297,10
4347,13257,1
4347,13256,1
4347,35060,113
4347,55897,2
4347,55898,2
4349,21,2
4349,24,2
4349,48,70
4349,51,160
4349,60,1
4349,101,8
4349,102,150
4349,104,100
4349,107,40
4349,115,60
4349,116,400
4349,139,20
4349,140,100
4349,141,100
4349,142,100
4349,143,40
4349,148,37
4349,149,10
4349,150,5
4349,160,5
4349,168,100
4349,169,50
4349,217,100
4349,244,25
4349,246,80
4349,221,18
4349,268,60
4349,271,5
4349,236,500
4349,238,600
4349,256,60
4349,269,200
4349,286,27500
4349,228,30
4349,297,10
4349,13257,1
4349,13256,1
4349,35060,113
4349,55897,2
4349,55898,2
4351,21,2
4351,24,2
4351,48,70
4351,51,160
4351,60,1
4351,101,8
4351,102,150
4351,104,100
4351,107,40
4351,115,60
4351,116,400
4351,139,20
4351,140,100
4351,141,100
4351,142,100
4351,143,40
4351,148,37
4351,149,10
4351,150,5
4351,160,5
4351,168,100
4351,169,50
4351,217,100
4351,244,25
4351,246,80
4351,221,18
4351,268,60
4351,271,5
4351,236,500
4351,238,600
4351,256,60
4351,269,200
4351,286,27500
4351,228,30
4351,297,10
4351,13257,1
4351,13256,1
4351,35060,113
4351,55897,2
4351,55898,2
2803,141,100
2803,142,100
2803,143,40
2803,148,37
2803,149,10
2803,150,5
2803,160,5
2803,168,100
2803,169,50
2803,217,100
2803,244,25
2803,246,80
2803,221,18
2803,268,60
2803,271,5
2803,236,500
2803,238,600
2803,256,60
2803,269,200
2803,286,27500
2803,228,30
2803,297,10
2803,13257,1
2803,13256,1
2803,35060,113
2803,55897,2
2803,55898,2
2809,21,2
2809,24,2
2809,48,70
2809,51,160
2809,60,1
2809,101,8
2809,102,150
2809,104,100
2809,107,40
2809,115,60
2809,116,400
2809,139,20
2809,140,100
2809,141,100
2809,142,100
2809,143,40
2809,148,37
2809,149,10
2809,150,5
2809,160,5
2809,168,100
2809,169,50
2809,217,100
2809,244,25
2809,246,80
2809,221,18
2809,268,60
2809,271,5
2809,236,500
2809,238,600
2809,256,60
2809,269,200
2809,286,27500
2809,228,30
2809,297,10
2809,13257,1
2809,13256,1
2809,35060,113
2809,55897,2
2809,55898,2
2817,168,1
2821,169,10
2821,228,30
2822,168,10
2822,169,10
2822,228,3
2823,169,5
2823,228,6
2824,169,6
2833,149,4
2834,149,5
2840,141,1
2840,164,54
2840,166,40
2840,168,40
2840,169,40
2841,168,20
2854,13,1
2854,219,28.85
2859,21,2
2859,24,2
2859,48,70
2859,51,160
2859,60,1
2859,101,8
2859,102,150
2859,104,100
2859,107,40
2859,115,60
2859,116,400
2859,139,20
2859,140,100
2859,141,100
2859,142,100
2859,143,40
2859,148,37
2859,149,10
2859,150,5
2859,160,5
2859,168,100
2859,169,50
2859,217,100
2859,244,25
2859,246,80
2859,221,18
2859,268,60
2859,271,5
2859,236,500
2859,238,600
2859,256,60
2859,269,200
2859,286,27500
2859,228,30
2859,297,10
2859,13257,1
2859,13256,1
2859,35060,113
2859,55897,2
2859,55898,2
2863,104,5
2870,51,20
2870,140,20
2870,268,3
2870,271,1
2870,228,1
2871,104,40
2871,149,1
2871,217,10
